Data aggiornamento;Regione;Latitudine;Longitudine;Ricoverati con sintomi;Terapia Intensiva;Totale ospedalizzati;Isolamento domiciliare;Totale positivi;Variazione totale positivi;Nuovi positivi;Dimessi guariti;Deceduti;Casi da Sospetto diagnostico;Casi da screening;Totale casi;Tamponi;Casi Testati
31/10/2020;Campania;40,83956555;14,25084984;1403;168;1571;42159;43730;3380;3669;11337;673;53119;2621;55740;958834;651607
01/11/2020;Campania;40,83956555;14,25084984;1416;170;1586;45592;47178;3448;3860;11746;676;56979;2621;59600;980619;669472
02/11/2020;Campania;40,83956555;14,25084984;1486;171;1657;47113;48770;1592;2861;12991;700;59831;2630;62461;996251;680120
03/11/2020;Campania;40,83956555;14,25084984;1497;227;1724;48995;50719;1949;2971;13989;724;62798;2634;65432;1010052;688589
04/11/2020;Campania;40,83956555;14,25084984;1569;175;1744;52744;54488;3769;4181;14386;739;66975;2638;69613;1031736;706058
05/11/2020;Campania;40,83956555;14,25084984;1608;174;1782;56266;58048;3560;3888;14697;756;70863;2638;73501;1051304;721021
06/11/2020;Campania;40,83956555;14,25084984;1677;180;1857;60339;62196;4148;4508;15017;796;75357;2652;78009;1075201;739433
07/11/2020;Campania;40,83956555;14,25084984;1756;179;1935;63571;65506;3310;4309;16001;811;79663;2655;82318;1097897;757092
08/11/2020;Campania;40,83956555;14,25084984;1817;186;2003;67649;69652;4146;4601;16441;826;84257;2662;86919;1123703;778735
09/11/2020;Campania;40,83956555;14,25084984;1949;191;2140;70180;72320;2668;3120;16875;844;87377;2662;90039;1139496;789173
10/11/2020;Campania;40,83956555;14,25084984;2061;193;2254;71974;74228;1908;2716;17665;862;90093;2662;92755;1153786;800240
11/11/2020;Campania;40,83956555;14,25084984;2077;181;2258;74412;76670;2442;3166;18355;896;93228;2693;95921;1172232;815377
12/11/2020;Campania;40,83956555;14,25084984;1944;192;2136;77923;80059;3389;4065;19000;927;97279;2707;99986;1196072;834920
13/11/2020;Campania;40,83956555;14,25084984;2153;183;2336;80884;83220;3161;4079;19878;967;101358;2707;104065;1221582;854598
14/11/2020;Campania;40,83956555;14,25084984;2080;184;2264;82982;85246;2026;3351;21176;994;104709;2707;107416;1242244;872094
15/11/2020;Campania;40,83956555;14,25084984;2224;194;2418;85839;88257;3011;3771;21901;1029;108480;2707;111187;1267192;891617
16/11/2020;Campania;40,83956555;14,25084984;2190;192;2382;89132;91514;3257;4079;22686;1066;112552;2714;115266;1292302;912270
17/11/2020;Campania;40,83956555;14,25084984;2236;201;2437;90289;92726;1212;3019;24474;1085;115571;2714;118285;1308480;925004
18/11/2020;Campania;40,83956555;14,25084984;2259;200;2459;92680;95139;2413;3657;25643;1160;119228;2714;121942;1331959;944638
19/11/2020;Campania;40,83956555;14,25084984;2287;194;2481;93705;96186;1047;3334;27898;1192;122562;2714;125276;1355455;956035
20/11/2020;Campania;40,83956555;14,25084984;2244;201;2445;96547;98992;2806;4226;29293;1217;126778;2724;129502;1383104;972976
21/11/2020;Campania;40,83956555;14,25084984;2260;198;2458;98677;101135;2143;3554;30672;1249;130332;2724;133056;1407796;985270
